,id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
13263,12109,QUY-003367,2020-09-26,6151,20010.0,8989,HA NOI,TINH,1,33.9,5.0,vitamin,0.0,102.0,QUY
13265,12107,ABC-008303,2020-09-26,20,75094.0,8987,HA NOI,TINH,1,3.0,4.5,shoes giftset,0.0,0.0,ABC
13266,12103,ABC-008299,2020-09-26,439,75048.0,8984,SAI GON,SAIGON,1,19.4,3.5,mieng dan rang shampoo,0.0,0.0,ABC
13267,12100,ABC-008296,2020-09-26,2110,20164.0,8983,SAI GON,SAIGON,1,27.4,3.5,soap hand sanitizer toothpaste home goods,0.0,0.0,ABC
13268,12099,ABC-008295,2020-09-26,4440,22152.0,8982,DONG THAP,TINH,1,29.8,4.5,nuoc uong shampoo vitamins bubble wrap,0.0,0.0,ABC
13269,12096,NEW-000096,2020-09-26,6148,68502.0,8980,QUANG NGAI,TINH,1,0.5,4.5,cable,0.0,0.0,NEW
13270,12095,QUY-003366,2020-09-26,1758,22193.0,1780,HUE,TINH,1,33.75,5.0,milk powder medicated oil snack,0.0,0.0,QUY
13271,12094,QUY-003365,2020-09-26,6147,20886.0,8979,SAI GON,SAIGON,1,33.9,4.0,snack clothes shoes vitamin,0.0,5.0,QUY
13272,12093,QUY-003364,2020-09-26,4621,22181.0,6397,HA NOI,TINH,1,21.25,5.0,clothes tre em milk powder oatmeal vitamin lotion,0.0,2.0,QUY
13273,12092,QUY-003363,2020-09-26,6146,20871.0,8978,SAI GON,SAIGON,1,30.85,4.0,clothes sandals shoes vitamin xit body blood glucose meter,0.0,0.0,QUY
13274,12091,QUY-003362,2020-09-26,6145,22003.0,8977,SAI GON,SAIGON,1,19.1,4.0,perfume lotion lotion vitamin tshirts,0.0,17.0,QUY
13275,12090,QUY-003361,2020-09-26,2485,22044.0,3179,DA NANG,TINH,1,37.4,5.0,tshirts hand bag xach vitamin medicated oil do,0.0,10.0,QUY
13276,12089,QUY-003360,2020-09-26,6144,20748.0,8976,SAI GON,SAIGON,1,11.05,4.0,milk powder medicated oil vitamin,0.0,0.0,QUY
13277,12088,ABC-008292,2020-09-26,3140,75040.0,4184,SAI GON,SAIGON,1,22.85,3.5,clothes milk powder vitamin food,0.0,0.0,ABC
13278,12087,QUY-003359,2020-09-26,1228,20886.0,8975,SAI GON,SAIGON,1,17.7,4.0,vitamin do dan milk powder sunglasses do,0.0,0.0,QUY
13279,12086,QUY-003358,2020-09-26,4332,21237.0,6842,SAI GON,SAIGON,1,15.4,4.0,milk powder shampoo empty ensuretle milk powder tam,0.0,0.0,QUY
13280,12085,QUY-003357,2020-09-26,6143,22042.0,8974,KIEN GIANG,TINH,1,23.8,5.0,perfume deodorant nuoc rua mat vitamin cay ke mat watch lotion zippo mut hong say,0.0,95.0,QUY
13282,12083,ABC-008290,2020-09-26,2514,75044.0,3451,SAI GON,SAIGON,1,8.0,3.5,tai nghe tui,0.0,70.0,ABC
13283,12082,ABC-008289,2020-09-26,20,75094.0,8502,QUANG NINH,TINH,1,27.4,4.5,snack shampoo toothpaste lotion,0.0,0.0,ABC
13285,12080,ABC-008287,2020-09-26,6142,75042.0,8973,NAM DINH,TINH,1,2.5,4.5,vitamins,0.0,3.0,ABC
13286,12079,ABC-008286,2020-09-26,2647,75044.0,3402,VINH LONG,TINH,1,21.1,4.5,medicated oil salonpas tshirts bong den gay bong chay vitamin earphone sandals medicated oil tui,105.0,0.0,ABC
13287,12078,ABC-008285,2020-09-26,5664,75094.0,8197,SAI GON,SAIGON,1,5.5,3.5,shampoo,0.0,0.0,ABC
13288,12077,ABC-008284,2020-09-26,5048,75040.0,7138,SAI GON,SAIGON,1,8.8,3.5,ensure tshirts lotion chong nang,54.0,0.0,ABC
13289,12076,ABC-008283,2020-09-26,474,75044.0,8972,DONG NAI,TINH,1,14.8,4.5,case ensure,108.0,0.0,ABC
13290,12075,ABC-008282,2020-09-25,2920,75067.0,7073,DA NANG,TINH,1,22.6,4.5,vitamin sam tshirts snack non,0.0,0.0,ABC
13291,12074,ABC-008281,2020-09-25,2920,75067.0,8971,NGHE AN,TINH,1,9.3,4.5,vitamins,0.0,20.0,ABC
13292,12073,ABC-008280,2020-09-25,5273,75071.0,8970,SAI GON,SAIGON,1,6.5,3.5,vitamin nuoc eye drops shoes,0.0,0.0,ABC
13293,12072,QUY-003356,2020-09-25,1486,22044.0,8969,SAI GON,SAIGON,1,15.0,4.0,thung nho,0.0,0.0,QUY
13294,12071,QUY-003355,2020-09-25,1797,22044.0,8968,SAI GON,SAIGON,1,15.0,4.0,thung nho,0.0,0.0,QUY
13295,12070,ABC-008279,2020-09-25,2568,75411.0,8967,SAI GON,SAIGON,1,8.4,3.5,milk powder ensure vitamins it giftset snack clothes,0.0,3.0,ABC
13296,12069,ABC-008278,2020-09-25,2453,75040.0,3133,SAI GON,SAIGON,1,48.5,3.5,iphone se medicated oil milk powder ensure soap snack hat chia vitamins food,160.0,50.0,ABC
13297,12068,ABC-008277,2020-09-25,3778,75094.0,5120,SAI GON,SAIGON,1,13.0,3.5,snack oatsmeal,0.0,0.0,ABC
13298,12067,ABC-008276,2020-09-25,18,75081.0,8966,SAI GON,SAIGON,1,32.8,3.5,milk powder  milk powder ensure medicated oil,101.0,0.0,ABC
13299,12066,QUY-003354,2020-09-25,1839,22044.0,1861,DONG THAP,TINH,1,15.3,5.0,iphone plus day sac milk powder snack vitamin,0.0,70.0,QUY
13300,12065,ABC-008275,2020-09-25,4210,75041.0,6927,BRVT,TINH,1,15.4,4.5,snack food soap vitamin ctshirts rau bengay,0.0,0.0,ABC
13301,12064,QUY-003353,2020-09-25,1502,22044.0,8965,SAI GON,SAIGON,1,6.8,4.0,clothes shoes bop watch lipstick,0.0,22.8,QUY
13302,12063,QUY-003352,2020-09-25,1502,22044.0,1520,BINH DUONG,TINH,1,12.7,5.0,milk powder vitamin,0.0,0.0,QUY
13303,12062,QUY-003351,2020-09-25,6141,20110.0,8964,DA NANG,TINH,3,139.45,5.0,clothes shoes,0.0,0.0,QUY
13304,12061,QUY-003350,2020-09-25,4444,22030.0,8963,NINH THUAN,TINH,1,38.6,5.0,milk powder shoes medicated oil vitamin snack snack do dan,0.0,35.0,QUY
13305,12060,ABC-008274,2020-09-25,4293,75042.0,5908,SAI GON,SAIGON,1,24.5,3.5,clothes protein vitamins snack mat ong,0.0,0.0,ABC
13306,12059,ABC-008273,2020-09-25,4293,75042.0,5907,SAI GON,SAIGON,1,22.5,3.5,clothes snack protein food,0.0,0.0,ABC
13307,12058,ABC-008272,2020-09-25,1907,75010.0,2373,SAI GON,SAIGON,1,7.5,3.5,loc ensure,54.0,0.0,ABC
13308,12055,ABC-008269,2020-09-25,2403,75013.0,8960,DONG NAI,TINH,1,12.7,4.5,medicated oil tui snack vitamins,48.0,5.0,ABC
13309,12054,QUY-003349,2020-09-25,4440,22152.0,6295,SAI GON,SAIGON,11,356.0,4.0,lotion shower oil bubble almond fil crest,0.0,530.0,QUY
13310,12051,ABC-008266,2020-09-24,1994,75089.0,6277,PHU YEN,TINH,1,5.5,4.5,vitamins snack soap,0.0,0.0,ABC
13311,12050,QUY-003348,2020-09-24,3481,47802.0,8959,VIRGINIA,DOM,3,90.24,4.0,clothes do,0.0,0.0,QUY
13312,12049,ABC-008265,2020-09-24,2514,75044.0,7527,SAI GON,SAIGON,1,10.2,3.5,milk powder shoes vitamins home goods,0.0,0.0,ABC
13313,12047,ABC-008264,2020-09-24,6139,49456.0,8957,BRVT,TINH,1,22.5,4.5,loc milk powder,162.0,0.0,ABC
13315,12046,QUY-003347,2020-09-24,1653,22044.0,1673,KIEN GIANG,TINH,1,17.15,5.0,milk powder  vitamin medical mask,0.0,0.0,QUY
13316,12045,QUY-003346,2020-09-24,6138,20710.0,8956,SAI GON,SAIGON,1,13.45,4.0,life pak nano fucoidan vitamin lipstick may blood pressure monitor advil,0.0,69.0,QUY
13317,12044,ABC-008263,2020-09-24,5263,75071.0,7515,HUE,TINH,1,11.0,4.5,chocolate vitamins nuoc rua tai backpack mieng dan rang,0.0,0.0,ABC
13318,12043,ABC-008262,2020-09-24,3131,75082.0,4167,SAI GON,SAIGON,1,13.2,3.5,medicated oil salonpas soap tshirts,47.0,0.0,ABC
13319,12042,NGO-000017,2020-09-24,6137,68521.0,8955,KIEN GIANG,TINH,1,23.5,4.5,milk powder food medicated oil vitamins,0.0,0.0,NGO
13320,12041,QUY-003345,2020-09-24,4644,22003.0,7781,LONG AN,TINH,2,61.75,5.0,clothes perfume backpack dongho thuong day nich medicated oil salonpas shoes,0.0,80.0,QUY
13321,12040,QUY-003344,2020-09-24,5415,22003.0,7773,HAI PHONG,TINH,1,14.85,5.0,clothes perfume,0.0,30.0,QUY
13322,12039,QUY-003343,2020-09-24,1615,22044.0,8954,KHANH HOA,TINH,1,8.45,5.0,shoes perfume vitamin milk powder rua mat hand sanitizer moc chia khoa,0.0,30.0,QUY
13323,12038,QUY-003342,2020-09-24,6136,20121.0,8953,SAI GON,SAIGON,1,18.5,4.0,caphe vitamin c tshirts so mi tshirts dam sandals,0.0,9.0,QUY
13324,12037,ABC-008261,2020-09-24,114,75044.0,117,DONG NAI,TINH,1,21.0,4.5,snack vitamins perfume shoes,0.0,19.0,ABC
13326,12035,ABC-008259,2020-09-24,413,75044.0,1956,DONG NAI,TINH,1,15.65,4.5,food hop do lot chocolate it giftset,0.0,0.0,ABC
13328,12032,ABC-008256,2020-09-24,20,75094.0,1909,SAI GON,SAIGON,1,15.2,3.5,milk powder vitamins earphone giftset re tien,0.0,0.0,ABC
13330,12030,ABC-008254,2020-09-24,413,75044.0,417,DONG NAI,TINH,1,22.65,4.5,food hop chocolate cafe it giftset,0.0,0.0,ABC
13331,12029,QUY-003341,2020-09-24,4753,60608.0,6643,SAI GON,SAIGON,1,45.6,4.0,snack vitamin thuoc nhuon toc tap,0.0,0.0,QUY
13332,12028,ABC-008253,2020-09-24,2277,75094.0,4087,SAI GON,SAIGON,1,39.0,3.5,shampoo milk powder tam,0.0,0.0,ABC
13333,12027,ABC-008252,2020-09-24,6134,75040.0,8951,SAI GON,SAIGON,1,16.8,3.5,vitamin cafe vitamin snack,0.0,0.0,ABC
13334,12026,ABC-008251,2020-09-24,5231,39056.0,7461,GIA LAI,TINH,1,30.8,4.5,clothes perfume toys  shoes,31.0,10.0,ABC
13335,12025,ABC-008250,2020-09-24,20,75094.0,8950,SAI GON,SAIGON,1,0.5,3.5,tai nghe,0.0,0.0,ABC
13336,12024,ABC-008249,2020-09-24,6133,75092.0,8949,TIEN GIANG,TINH,1,10.7,4.5,milk powder vitamin salonpas medicated oil,0.0,0.0,ABC
13337,12023,ABC-008248,2020-09-24,6132,75044.0,8948,ILLINOIS,DOM,1,14.0,3.5,dom 161313,-18.0,0.0,ABC
13338,12022,ABC-008247,2020-09-24,6132,75044.0,8947,CALIFORNIA,DOM,1,14.0,3.5,dom,-18.0,0.0,ABC
13340,12020,ABC-008245,2020-09-24,310,75035.0,315,KHANH HOA,TINH,1,17.0,4.5,milk powder clothes tre em,0.0,0.0,ABC
13341,12019,ABC-008244,2020-09-24,768,74728.0,3240,SAI GON,SAIGON,1,25.0,3.5,milk powder snack clothes,0.0,0.0,ABC
13342,12018,ABC-008243,2020-09-24,584,75067.0,7033,SAI GON,SAIGON,1,10.85,3.5,clothes vitamins toothpaste,0.0,0.0,ABC
13343,12017,ABC-008242,2020-09-24,584,75067.0,590,DA NANG,TINH,1,14.0,4.5,milk powder vitamins tui lotion,0.0,5.0,ABC
13344,12016,QUY-003340,2020-09-24,6131,21136.0,8945,SAI GON,SAIGON,1,16.0,4.0,milk powder ensure hop advil,150.0,0.0,QUY
13345,12015,ABC-008241,2020-09-24,4417,75048.0,6095,HA NOI,TINH,1,39.2,4.5,snack vitamins do boi chocolate,0.0,0.0,ABC
13346,12014,ABC-008240,2020-09-24,5680,75044.0,8944,DONG NAI,TINH,1,19.6,4.5,iphone pro gold 64gb used 353244109202736 353244109392925 hand bag clothes binh dung milk powder shoes but viet snack,0.0,220.0,ABC
13347,12013,NGO-000016,2020-09-24,6130,68521.0,8943,KIEN GIANG,TINH,1,49.3,3.5,vitamins it giftset shampoo snack,0.0,0.0,NGO
13348,12012,ABC-008239,2020-09-24,2540,75150.0,7765,SAI GON,SAIGON,1,16.2,3.5,laptop deodorant shoes vitamins cream clothes,0.0,70.0,ABC
13349,12011,ABC-008238,2020-09-24,566,75042.0,2789,SAI GON,SAIGON,1,5.2,3.5,lo medicated oil,0.0,0.0,ABC
13350,12010,ABC-008237,2020-09-24,447,75094.0,6199,KHANH HOA,TINH,1,15.0,4.5,snack clothes perlipstickal stuff mask,0.0,0.0,ABC
13351,12009,ABC-008236,2020-09-24,2881,75044.0,3759,SAI GON,SAIGON,1,7.8,3.5,vitamins medicated oil snack,60.0,15.0,ABC
13352,12008,ABC-008235,2020-09-24,4076,75002.0,5565,TRA VINH,TINH,1,7.4,4.5,loc ensure,54.0,0.0,ABC
13353,12007,LTM-000094,2020-09-23,4384,55104.0,6040,DONG NAI,TINH,1,7.0,4.75,hộp sữa ensure,54.0,0.0,LTM
13354,12006,LTM-000093,2020-09-23,4384,55104.0,6040,DONG NAI,TINH,1,50.0,4.5,snack candles vitamin shoes milk powder clothes food milk powder tam deodorant medicated oil,0.0,0.0,LTM
13355,12005,QUY-003339,2020-09-23,1797,22044.0,2592,LONG AN,TINH,1,15.0,5.0,thung nho,0.0,0.0,QUY
13356,12004,LTM-000092,2020-09-23,3203,55337.0,8942,SAI GON,SAIGON,1,6.7,4.25,may hut milk powder ly nuoc,0.0,15.0,LTM
13357,12003,QUY-003338,2020-09-23,6129,22003.0,8941,BINH DUONG,TINH,1,38.35,5.0,clothes baby food do dungcho baby,0.0,0.0,QUY
13358,12002,NEW-000095,2020-09-23,6128,68521.0,8940,SAI GON,SAIGON,1,8.0,3.5,milk powder vitamin home goods,0.0,9.0,NEW
13359,12001,LTM-000091,2020-09-23,4054,55104.0,5534,DONG NAI,TINH,1,34.0,4.5,vitamin ctshirts rau toothpaste shoes clothes that lung shoes thom,0.0,51.0,LTM
13360,12000,ABC-008234,2020-09-23,4729,75044.0,6591,DAK NONG,TINH,1,15.0,4.5,vitamins do dung,0.0,0.0,ABC
13361,11999,ABC-008233,2020-09-23,2270,75040.0,2874,TAY NINH,TINH,1,9.9,4.5,vitamins,0.0,9.0,ABC
13362,11998,LTM-000090,2020-09-23,5347,55024.0,8939,SAI GON,SAIGON,1,13.8,4.25,earphone nuoc sam c sac vitamin snack toothbrush salonpas,0.0,10.0,LTM
13363,11997,ABC-008232,2020-09-23,2195,75040.0,2764,SAI GON,SAIGON,1,19.2,3.5,vitamins chocolate food hop clothes,0.0,0.0,ABC
13364,11996,ABC-008231,2020-09-23,312,75337.0,5267,SAI GON,SAIGON,1,14.5,3.5,loc ensure,0.0,0.0,ABC
13366,11994,QUY-003337,2020-09-23,6126,22306.0,8937,SAI GON,SAIGON,1,5.0,4.0,iphone  vitamin,0.0,100.0,QUY
13367,11993,QUY-003336,2020-09-23,1472,22044.0,8936,SAI GON,SAIGON,1,15.95,4.0,vitamin do,0.0,18.0,QUY
13368,11992,QUY-003335,2020-09-23,6125,22980.0,8935,SAI GON,SAIGON,1,32.7,4.0,milk powder vitamin snack tshirts,0.0,0.0,QUY
13369,11991,QUY-003334,2020-09-23,5837,20170.0,8654,HAU GIANG,TINH,1,22.8,5.0,vitamin hand bag xach bop medicated oil lotion sandals,0.0,10.0,QUY
13370,11990,QUY-003333,2020-09-23,6124,20166.0,8934,SAI GON,SAIGON,1,54.0,4.0,clothes perfume vitamin nit hand bag xach sandals shoes watch thu dien bong den sunglasses food canned do,0.0,35.0,QUY
13371,11989,QUY-003332,2020-09-23,6123,22180.0,8933,SAI GON,SAIGON,1,2.0,4.0,vitamin watch,0.0,30.0,QUY
13372,11988,QUY-003331,2020-09-23,6122,22044.0,8932,BRVT,TINH,1,39.0,5.0,milk powder cay say shampoo cat mong tay,0.0,0.0,QUY
13373,11987,QUY-003330,2020-09-23,5599,22003.0,8217,SAI GON,SAIGON,2,51.3,4.0,snack lipstick soap bop clothes lotion,0.0,0.0,QUY
13375,11985,ABC-008228,2020-09-23,3537,75044.0,4760,SAI GON,SAIGON,1,22.6,3.5,clothes snack,0.0,0.0,ABC
13376,11984,QUY-003329,2020-09-23,5241,28412.0,7480,NGHE AN,TINH,1,12.0,5.0,tripod,865.0,50.0,QUY
13377,11983,ABC-008227,2020-09-23,660,75044.0,667,DONG NAI,TINH,1,22.5,4.5,loc entrust loc ensure,168.0,0.0,ABC
13378,11982,ABC-008226,2020-09-23,2685,75044.0,3458,SAI GON,SAIGON,1,60.0,3.5,medicated oil snack food,94.0,0.0,ABC
13379,11981,ABC-008225,2020-09-23,6121,75094.0,8931,BINH THUAN,TINH,1,33.5,4.5,vitamins chocolate hand bag food snack,0.0,60.0,ABC
13380,11980,NEW-000094,2020-09-23,5437,51103.0,7817,SAI GON,SAIGON,1,6.0,3.5,snack vitamins clothes eye drops,0.0,0.0,NEW
13381,11979,QUY-003328,2020-09-23,1797,22044.0,1819,HAU GIANG,TINH,1,15.0,5.0,thung nho,0.0,0.0,QUY
13382,11978,QUY-003327,2020-09-23,4444,22030.0,6821,DAK NONG,TINH,1,41.8,5.0,milk powder medicated oil snack snack vitamin,0.0,3.0,QUY
13383,11977,ABC-008224,2020-09-23,4360,75074.0,6006,SAI GON,SAIGON,1,27.8,3.5,shoes vitamins snack,0.0,12.0,ABC
13384,11976,ABC-008223,2020-09-23,6120,75044.0,8930,FLORIDA,DOM,1,3.0,3.5,snack trung thu ,0.0,0.0,ABC
13385,11975,QUY-003326,2020-09-23,1486,22044.0,1504,DONG NAI,TINH,1,15.0,5.0,thung nho,0.0,0.0,QUY
13387,11973,ABC-008221,2020-09-23,6119,75010.0,8929,SAI GON,SAIGON,1,39.0,3.5,milk powder  snack food soap tra sam,0.0,0.0,ABC
13388,11972,QUY-003325,2020-09-22,6118,20906.0,8928,TIEN GIANG,TINH,1,7.0,4.5,lon milk powder ensure,0.0,0.0,QUY
13389,11971,QUY-003324,2020-09-22,6117,20904.0,8927,DA NANG,TINH,1,7.0,4.5,lon milk powder entrust,0.0,0.0,QUY
13390,11970,ABC-008220,2020-09-22,4910,71602.0,7360,SAI GON,SAIGON,1,15.0,3.5,loc ensure,108.0,0.0,ABC
13391,11969,ABC-008219,2020-09-22,4910,71602.0,6909,BINH THUAN,TINH,1,14.5,4.5,loc ensure,216.0,0.0,ABC
13392,11968,ABC-008218,2020-09-22,655,75044.0,662,DA NANG,TINH,1,7.15,4.5,vitamin tshirts,0.0,6.0,ABC
13393,11967,ABC-008217,2020-09-22,6116,75044.0,8926,SAI GON,SAIGON,1,5.0,3.5,giftset hand sanitizer,0.0,0.0,ABC
13394,11966,QUY-003323,2020-09-22,6012,47802.0,8925,HUE,TINH,1,52.3,5.0,milk powder ensure clothes dan trang rang soap milk powder tang co perfume watch tylenol hand bag xach thuong,65.0,17.5,QUY
13395,11965,ABC-008216,2020-09-22,3146,75070.0,4191,DA NANG,TINH,1,0.7,4.5,giftset card,0.0,0.0,ABC
13396,11964,QUY-003322,2020-09-22,4440,22152.0,8116,SAI GON,SAIGON,1,77.5,4.5,milk powder tam,0.0,116.0,QUY
13397,11963,QUY-003321,2020-09-22,1239,22033.0,1530,HUE,TINH,1,24.05,5.0,clothes vitamin do di dien,0.0,0.0,QUY
13398,11962,ABC-008215,2020-09-22,2843,75075.0,8838,SAI GON,SAIGON,1,17.5,3.5,snack nut food zippo,27.0,5.0,ABC
13399,11961,QUY-003320,2020-09-22,4333,22044.0,8924,DA NANG,TINH,1,11.55,5.0,milk powder perfume bo medicated oil phong medicated oil do dan vitamin snack,0.0,5.0,QUY
13400,11960,QUY-003319,2020-09-22,4333,22044.0,8923,TIEN GIANG,TINH,1,14.45,5.0,snack lotion soap clothes milk powder tra,0.0,0.0,QUY
13401,11959,QUY-003318,2020-09-22,3299,20151.0,8922,SAI GON,SAIGON,1,27.5,4.0,perfume snack vitamin nuoc mist,0.0,30.0,QUY
13402,11958,ABC-008214,2020-09-22,6115,75098.0,8921,DONG NAI,TINH,1,11.5,4.5,milk powder,0.0,0.0,ABC
13403,11957,ABC-008213,2020-09-22,982,75042.0,1000,QUANG TRI,TINH,1,9.7,4.5,milk powder shampoo giftset,0.0,0.0,ABC
13404,11956,ABC-008212,2020-09-22,2275,76208.0,2881,SAI GON,SAIGON,1,14.0,3.5,milk powder clothes vitamins,0.0,0.0,ABC
13405,11955,ABC-008211,2020-09-22,5903,75219.0,8920,SAI GON,SAIGON,1,4.6,3.5,vitamin syrup,0.0,0.0,ABC
13406,11954,ABC-008210,2020-09-22,5303,79606.0,8919,DA NANG,TINH,1,32.0,4.5,snack food clothes,0.0,0.0,ABC
13407,11953,ABC-008209,2020-09-22,725,75089.0,7313,BRVT,TINH,1,7.7,4.5,milk powder,0.0,0.0,ABC
13408,11952,ABC-008208,2020-09-22,5934,75070.0,8623,SAI GON,SAIGON,1,10.5,3.5,clothes underwear tam xia rang vitamin tang shoes,0.0,0.0,ABC
13409,11951,ABC-008207,2020-09-22,6114,75044.0,8918,SAI GON,SAIGON,1,31.7,3.5,clothes food vitamin toothpaste lotion,0.0,0.0,ABC
13410,11950,ABC-008206,2020-09-22,6113,75044.0,8917,BINH DUONG,TINH,1,15.0,4.5,pack milk powder,108.0,0.0,ABC
13411,11949,QUY-003317,2020-09-22,5239,20904.0,8232,SAI GON,SAIGON,1,26.6,4.0,perfume,0.0,212.8,QUY
13413,11947,ABC-008204,2020-09-22,767,75153.0,778,BINH THUAN,TINH,1,9.75,4.5,milk powder medicated oil vaseline icytho,0.0,0.0,ABC
13414,11946,QUY-003316,2020-09-22,4521,22044.0,8915,BINH DINH,TINH,1,22.0,5.0,milk powder cho nguoi gia,0.0,0.0,QUY
13415,11944,ABC-008203,2020-09-22,5390,75042.0,7735,SAI GON,SAIGON,1,10.2,3.5,milk powder toothpaste vitamins,0.0,0.0,ABC
13416,11943,ABC-008202,2020-09-22,5390,75042.0,7734,SAI GON,SAIGON,1,11.0,3.5,milk powder soap gia vi,0.0,0.0,ABC
13417,11942,ABC-008201,2020-09-22,5396,75045.0,7745,VINH LONG,TINH,1,5.5,4.5,sandals vitamin salonpas,0.0,0.0,ABC
13418,11941,ABC-008200,2020-09-22,483,75098.0,489,DONG NAI,TINH,1,21.5,4.5,clothes cafe backpack tai nghe sam lotion soap,0.0,0.0,ABC
13420,11939,ABC-008198,2020-09-22,6111,75010.0,8913,NINH THUAN,TINH,1,9.5,4.5,milk powder hair color creme vitamin,0.0,10.0,ABC
13421,11938,ABC-008197,2020-09-22,6110,75010.0,8912,BINH DUONG,TINH,1,17.5,4.5,bengay toothpaste clothes dh tre em vitamin snack,0.0,10.0,ABC
13422,11937,ABC-008196,2020-09-22,6110,75010.0,8911,SAI GON,SAIGON,1,41.0,3.5,food tui vitamin milk powder toothpaste clothes,0.0,20.0,ABC
13423,11936,QUY-003315,2020-09-22,6109,21228.0,8910,SAI GON,SAIGON,1,25.15,4.0,milk powder shoes ghe vitamin,0.0,3.0,QUY
13424,11935,QUY-003314,2020-09-22,6108,22151.0,8909,KHANH HOA,TINH,1,9.4,5.0,tshirts vitamin giftset,0.0,3.0,QUY
13425,11931,ABC-008192,2020-09-22,6107,75044.0,8908,THAI BINH,TINH,1,10.7,4.5,clothes vitamin gia vi milk powder,13.0,0.0,ABC
13426,11930,ABC-008191,2020-09-22,6037,73106.0,8787,SAI GON,SAIGON,1,17.0,3.5,entrust shoes clothes,60.0,0.0,ABC
13427,11929,ABC-008190,2020-09-22,1970,75044.0,8319,SAI GON,SAIGON,1,17.9,3.5,clothes milk powder shoes,0.0,0.0,ABC
13428,11928,ABC-008189,2020-09-22,6106,76210.0,8907,SOC TRANG,TINH,1,18.65,4.5,toothpaste  toothbrush vitamin soap icyhot nut,0.0,0.0,ABC
13429,11927,ABC-008188,2020-09-22,4735,75042.0,6606,DONG THAP,TINH,1,14.5,4.5,milk powder ttshirts kho snack ctshirts dan lotion gia vi food,0.0,0.0,ABC
13430,11926,ABC-008187,2020-09-22,1121,75042.0,8906,SAI GON,SAIGON,1,20.55,3.5,milk powder  phan trang diem lotion duong da lipstick,0.0,0.0,ABC
13432,11924,ABC-008185,2020-09-22,20,75094.0,8905,SAI GON,SAIGON,1,15.0,3.5,loc milk powder,0.0,0.0,ABC
13433,11923,QUY-003313,2020-09-22,6105,20120.0,8904,LONG AN,TINH,1,9.7,5.0,shoes medicated oil lotion vitamin shoes thom clothes,0.0,1.5,QUY
13434,11922,QUY-003312,2020-09-22,6103,23831.0,8903,SAI GON,SAIGON,1,14.95,4.0,tshirts medicated oil vitamin toys food canned snack kinh boi shoes thom,0.0,0.0,QUY
13435,11921,ABC-008184,2020-09-22,4931,79414.0,6946,DAK LAK,TINH,1,43.8,4.5,clothes toothpaste food snack vitamins watch earphone toys tre em home goods,0.0,41.0,ABC
13436,11920,ABC-008183,2020-09-22,6104,75019.0,8902,DAK LAK,TINH,1,7.5,4.5,case ensure,54.0,0.0,ABC
13437,11919,QUY-003311,2020-09-22,6103,23831.0,8901,BEN TRE,TINH,1,38.2,5.0,milk powder perfume medicated oil clothes toothbrush vitamin medicated oil,0.0,5.0,QUY
13438,11918,QUY-003310,2020-09-22,1523,22152.0,1542,SAI GON,SAIGON,1,34.95,4.0,clothes viet pin du phong cafe sandals vitamin muoi nuoc xuc mieng,0.0,10.0,QUY
13439,11917,ABC-008182,2020-09-22,2212,75089.0,2787,SAI GON,SAIGON,1,7.0,3.5,milk powder oatmeal salonpas,0.0,0.0,ABC
13440,11916,ABC-008181,2020-09-22,4712,75044.0,6558,SAI GON,SAIGON,1,66.0,3.5,medicated oil medicated oil la food,80.0,0.0,ABC
13441,11915,ABC-008180,2020-09-22,4712,75044.0,8900,MASSACHUSETTS,DOM,1,3.5,3.5,snack trung thu ,0.0,0.0,ABC
13442,11914,NEW-000093,2020-09-21,6102,68516.0,8899,SAI GON,SAIGON,1,17.0,3.5,clothes milk powder shoes tui home goods,0.0,5.0,NEW
13443,11913,ABC-008179,2020-09-21,4380,75044.0,8898,HA NOI,TINH,1,5.5,4.5,non decal vitamin lotion,0.0,0.0,ABC
13444,11912,ABC-008178,2020-09-21,997,75044.0,8897,SAI GON,SAIGON,1,18.5,3.5,watch milk powder vitamins lipstick,0.0,0.0,ABC
13445,11911,ABC-008177,2020-09-21,6101,75044.0,8896,SAI GON,SAIGON,1,18.5,3.5,milk powder mỹ phẩm ban đêm lipstick lotion,0.0,0.0,ABC
13446,11910,ABC-008176,2020-09-21,2272,75081.0,2877,BINH DINH,TINH,1,5.75,4.5,vitamins,0.0,6.0,ABC
13447,11909,LTM-000089,2020-09-21,6100,55337.0,8895,LONG AN,TINH,1,20.0,4.5,ensure,0.0,12.0,LTM
13448,11908,NEW-000092,2020-09-21,6099,68510.0,8894,NINH THUAN,TINH,1,1.5,4.5,vitamin,0.0,0.0,NEW
13449,11907,ABC-008175,2020-09-21,6098,75040.0,8893,DONG NAI,TINH,1,19.8,4.5,snack clothes vitamin,0.0,0.0,ABC
13450,11906,QUY-003309,2020-09-21,6097,20866.0,8892,SAI GON,SAIGON,1,48.3,4.0,laptop  iphone  iphone  shoes clothes hand bag xach perfume vitamin,0.0,244.8,QUY
13451,11905,QUY-003308,2020-09-21,5471,22003.0,8891,DONG NAI,TINH,1,21.45,5.0,clothes non sunglasses milk powder vitamin snack hop quet,0.0,15.0,QUY
