id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
20041,ABC-013412,4/12/2021,7933,75094,12272,SAI GON,SAIGON,1,11.5,3.5,"8 VITAMIN, 1 SNACK NGAM,  2 SNACK, 1 PACK LIPSTICK DUONG, 1 PACK GUM, 4 MEDICATED OIL, 1 BLOOD PRESSURE MONITOR, 4 CTSHIRTS DAN, 1 BENGAY",,6,ABC
20040,ABC-013411,4/12/2021,6066,70647,8841,QUANG TRI,TINH,1,37,4.5,"6 HOP SALONPAS, 1 CHAI PERFUME 100ML ,2 HAND BAG XACH, 2 MEDICATED OIL CA, SHOES, 4 VITAMIN, 1 BICH GIFTSET ,1 CAI VI, SUNGLASSES ",,16,ABC
20039,ABC-013410,4/12/2021,7932,75006,12271,BRVT,TINH,1,3,4.5,9 WATCH RE TIEN,,45,ABC
20038,ABC-013409,4/12/2021,606,75044,12270,VINH LONG,TINH,1,17,4.5,"1 CAI IPHONE     8 -356765088390578/  1 CAI IPHONE 7    -355833083611694, 3 MILK POWDER , 4 SNACK,  3OLAY, 5 VITAMIN,  TANG , 2 CAI QUAN , 1 MEDICATED OIL  XANH LON ",70,130,ABC
20037,QUY-005467,4/12/2021,5603,22042,8082,SAI GON,SAIGON,1,52.45,4,"MILK POWDER, CLOTHES, SNACK SNACK, vitamin, LOTION, MILK POWDER rua mat,",,15,QUY
20036,ABC-013408,4/12/2021,5147,75044,12269,HUE,TINH,1,15,4.5,"1 HAT CHIA, 4 VITAMIN , 1 HAND BAG , 2 CAI TSHIRTS",,87,ABC
20035,ABC-013407,4/12/2021,772,75081,783,BINH DINH,TINH,1,39,4.5,"2 PACK TOOTHPASTE,3 SOAP , 1 LO DUA XANH , 1 HOP MILK POWDER ,   MEDICATED OIL , 5 GLUCOSAMIN, 3 MEDICATED OIL CA, 5 SNACK NGAM , 3 VITAMIN ",,45,ABC
20034,ABC-013406,4/12/2021,148,75042,150,HUE,TINH,1,7.7,4.5,"2 VITAMIN CHOCOLATE, 1 VITAMIN, 1 BICH SNACK",,,ABC
20033,ABC-013405,4/12/2021,3819,91770,5181,DA NANG,TINH,1,20.9,4.5,"1   MEDICATED OIL, 4 HOP MILK POWDER, 11 SNACK , 1 VITAMIN ",21,,ABC
20032,ABC-013404,4/12/2021,4335,,5975,SAI GON,SAIGON,1,15,3.5,12 LON ENTRUST,120,,ABC
20031,ABC-013403,4/12/2021,551,75040,12268,CALIFORNIA,DOM,1,5,3.5,3 HU NGHE VIEN MAT ONG ,,,ABC
20030,ABC-013402,4/12/2021,552,75287,8748,SAI GON,SAIGON,1,7,3.5,13 FOOD,,,ABC
20029,ABC-013401,4/12/2021,4697,75044,6528,BINH DUONG,TINH,1,27.5,4.5,"1 IPHONE 8 PLUS 64GB (C) (IMEI: 359499084782003) KHONG PHU KIEN, 1 APPLE WATCH SERIES 3 (C) + DAY, 1 HAND BAG, 4 CEREAL, 2 SNACK, 1 MEDICATED OIL, 1 BONG DEN, 3 VI NAM, 5 BO CLOTHES, 1 THUNG CHIPS",,100,ABC
20028,ABC-013400,4/12/2021,5461,75189,12267,QUANG NGAI,TINH,1,11.5,4.5,"6 MILK POWDER, 6 VITAMIN",,,ABC
20027,ABC-013399,4/12/2021,7931,79601,12266,TRA VINH,TINH,1,2,4.5,1 IPHONE 11 PRO MAX 64GB MIDNIGHT GREEN (C) (IMEI: 352844112441204),,110,ABC
20026,LTM-000275,4/11/2021,7184,55117,12265,VINH LONG,TINH,1,11.5,5,"4 VITAMINS,  6 LON ENSURE",,,LTM
20025,QUY-005466,4/11/2021,5241,28412,12264,NGHE AN,TINH,1,72,5,10 CASE MILK POWDER ENSURE ,600,,QUY
20024,QUY-005465,4/11/2021,4528,21742,12074,SAI GON,SAIGON,1,19.85,4,"SNACK, MEDICATED OIL HAND BAG, FOOD CANNED, mat ong",,,QUY
20023,QUY-005464,4/11/2021,6118,20906,8928,TIEN GIANG,TINH,1,16.1,5,"CLOTHES, vitamin, chai MIST, FOOD CANNED, hop tra sam",,,QUY
20022,ABC-013398,4/11/2021,4293,75042,5908,SAI GON,SAIGON,1,17.7,3.5,"6 DIA AN COM, CLOTHES, 6 LOTION, 3 MEDICATED OIL DUONG DA, 2 SANDALS ",,,ABC
20021,ABC-013397,4/11/2021,719,75044,726,DONG NAI,TINH,1,20,4.5,"12 MILK POWDER ENSURE, 22 UNDERWEAR, 2 SOAP",114,,ABC
20020,ABC-013396,4/11/2021,725,75089,732,DONG NAI,TINH,1,6,4.5,"3 VITAMIN, 3 SYRUP, 1 SAMPLE",,,ABC
20019,ABC-013395,4/11/2021,6997,,10521,SAI GON,SAIGON,1,13.5,3.5,"1 APPLE WATCH SE (S/N: G99FCKBYQ07T), 2 TSHIRTS, 20 OATMEAL, 2 GRANOLA, 1 SALONPAS, 1 VITAMIN",,40,ABC
20018,ABC-013394,4/11/2021,7929,75042,12263,Missouri,DOM,1,22,3.5,3 CASE ENTRUST - FedEx tracking number: 773410444794,180,-48,ABC
20017,QUY-005463,4/11/2021,7930,99037,12262,SAI GON,SAIGON,1,3.6,4,Ong nhua sample,,20,QUY
20016,QUY-005462,4/11/2021,7930,99037,12261,BRVT,TINH,1,6.05,5,"PERFUME, LIPSTICK, SNACK",,39.75,QUY
20015,ABC-013393,4/11/2021,7929,75042,12260,NINH THUAN,TINH,1,46,4.5,"6 CASE ENSURE, 1 LO MEDICATED OIL, 2 VITAMIN",394,,ABC
20014,ABC-013392,4/11/2021,1946,75045,2426,HAI PHONG,TINH,1,11,4.5,"2 SNACK, 4 VITAMINS ",,,ABC
20013,NEW-000406,4/11/2021,7628,68503,11675,LAM DONG,TINH,1,15,6,"5 VITAMIN, 1 CHOCOLATE, 2 BICH HAT, 1 BICH DAY SAC, 2 OP LUNG DT",,,NEW
20012,QUY-005461,4/11/2021,7928,17025,12259,DONG NAI,TINH,1,13.8,5,"VITAMIN, MILK POWDER",,15,QUY
20011,NEW-000405,4/11/2021,7628,68503,12258,SAI GON,SAIGON,1,49,5,"5 VITAMIN, 1 CAPPUCHINO, 1 THUNG DRIED FRUIT, 1 VI CTSHIRTS RAU, 1 KHO BO, 1 HOP TRA, 2 TSHIRTS DAM, 1 LO VO, 2   C PIN, 1   C SAC",,,NEW
20010,ABC-013391,4/11/2021,7069,71270,12257,HUE,TINH,1,23,4.5,"10 BO DO, 12 MILK POWDER ENTRUST",120,,ABC
20009,ABC-013390,4/11/2021,7511,71270,11464,HUE,TINH,1,22.1,4.5,3 LOC ENSURE,171,,ABC
20008,ABC-013389,4/11/2021,7927,75040,12256,SAI GON,SAIGON,1,14.85,3.5,"6 MILK POWDER ENSURE, 2 LO MEDICATED OIL LON, 1 SALONPAS",218,,ABC
20007,ABC-013388,4/11/2021,6706,75002,9986,AN GIANG,TINH,1,4,4.5,"2 VITAMIN, 2 LOTION, 2 SUNSCREEN",,,ABC
20006,NEW-000404,4/11/2021,6085,68521,8869,LONG AN,TINH,1,6,6,"11 NON, 1 TSHIRTS, 1 DAY DEO, 1 LO MEDICATED OIL",,,NEW
20005,QUY-005460,4/11/2021,7926,23150,12255,AN GIANG,TINH,1,31,5,"MILK POWDER, vitamin, salonpas, SNACK gau, DRIED FRUIT, SHOES     ",,,QUY
20004,QUY-005459,4/11/2021,6088,22041,8872,SAI GON,SAIGON,1,43.7,4,"CLOTHES, SNACK SNACK, TOYS, salonpas,",,,QUY
20003,QUY-005458,4/11/2021,7925,20164,12254,PHU YEN,TINH,1,20.65,5,"MEDICATED OIL, TSHIRTS, MILK POWDER, vitamin, SNACK, bengay, ",,,QUY
20002,ABC-013387,4/11/2021,3821,75040,5186,DONG NAI,TINH,1,32.3,4.5,2 THUNG ENSURE NUOC ,,,ABC
20001,ABC-013386,4/11/2021,6929,75042,10375,SAI GON,SAIGON,1,29.6,3.5,"7 BIT CHOCOLATE, 1 LO TOOTHPASTE, 4 VITAMINS, CASE EARPHONE, 1 AIRPOD (SERIAL#H16DPD3TJMMT)",,10,ABC
20000,QUY-005457,4/11/2021,6242,21128,10399,BRVT,TINH,1,20.15,5,"MEDICATED OIL, salonpas, MILK POWDER, SUPPLEMENT",,,QUY
19999,QUY-005456,4/11/2021,1204,22044,1225,SAI GON,SAIGON,1,23.5,4,"CLOTHES, do lot  , TOOTHPASTE, SNACK, TOYS  , ra   giuong, SOAP   c",,,QUY
19998,QUY-005455,4/11/2021,7924,21128,12253,QUANG NAM,TINH,1,25.45,5,"MILK POWDER, MEDICATED OIL, salonpas",,3,QUY
19997,QUY-005454,4/11/2021,6242,21128,9144,DA NANG,TINH,1,60.9,5,"SUPPLEMENT, MILK POWDER, vitamin, salonpas, SHAMPOO, MEDICATED OIL",,15,QUY
19996,ABC-013385,4/11/2021,5594,75023,12252,BEN TRE,TINH,1,23.4,4.5,"1 LOC ENTRUST, 1 MEDICATED OIL TRANG, 1 HOP SNACK, 1 CHOCOLATE, 1 HAND BAG, 3 VITAMINS",110,,ABC
19995,QUY-005453,4/11/2021,2776,21093,3612,SAI GON,SAIGON,1,13.7,4,"HAND BAG xach, CLOTHES, HAND BAG",,5,QUY
19994,ABC-013384,4/11/2021,3982,75150,5434,AN GIANG,TINH,1,7.5,4.5,6 MILK POWDER ENTRUST,60,,ABC
19993,ABC-013383,4/11/2021,7923,,12251,SAI GON,SAIGON,1,19.6,3.5,"2 PACK TOOTHPASTE, 8 VITAMINS, 2  ENSURE NEM, 1 HOP MILK POWDER, 2 SOAP ",,6,ABC
19992,ABC-013382,4/11/2021,647,75044,12250,DA NANG,TINH,1,19.5,4.5,"12 MILK POWDER ENSURE, 1 LO MEDICATED OIL, 1 HOP SAM NUOC",166,,ABC
19991,ABC-013381,4/11/2021,6510,75056,9638,DA NANG,TINH,1,10,4.5,"1 MEDICATED OIL, 9 VITAMIN",52,9,ABC
19990,ABC-013380,4/11/2021,7922,75686,12249,BRVT,TINH,1,35.5,4.5,"15 BO CLOTHES, 2 CEREAL, 1  ENSURE   CAY, 5 SNACK, 1 TUI, 2 GUMMY",32,,ABC
19989,NEW-000403,4/11/2021,7921,68521,12248,DAK LAK,TINH,1,28,6,"8 LON MILK POWDER, SNACK, 12 MEDICATED OIL",,,NEW
19988,ABC-013379,4/11/2021,4474,75040,6173,SAI GON,SAIGON,1,15.65,3.5,"1 DO CAT TOC, 5 SOAP, 5 HAND SANITIZER, 3 GIFTSET, 2 BTSHIRTS TAY, 1 SALONPAS, 1 BANDAID",,,ABC
19987,ABC-013378,4/11/2021,7920,75094,12247,DONG NAI,TINH,1,12,4.5,"8 VITAMIN, 4 SHOES",,11,ABC
19983,QUY-005452,4/11/2021,7918,16323,12245,CAN THO,TINH,1,15.45,5,"MEDICATED OIL HAND BAG, CLOTHES, PERFUME, SANDALS, SOAP, vitamin, EARPHONE, SUNGLASSES, dTSHIRTS cTSHIRTS rau",,25,QUY
19982,ABC-013374,4/11/2021,3223,75040,4304,KIEN GIANG,TINH,1,19,4.5,"1 PACK SOAP, 3 MILK POWDER  , 6 MEDICATED OIL, 1 SANDALS, 2 LOTION CHONG NANG, 1   MEDICATED OIL, CLOTHES ",42,,ABC
19981,QUY-005451,4/11/2021,7917,20136,12244,CAN THO,TINH,1,13.95,5,"MILK POWDER, vitamin, MEDICATED OIL",,3,QUY
19980,ABC-013373,4/11/2021,3738,75048,12243,SAI GON,SAIGON,1,5,3.5,"2 VITAMINS,1 SNACK HO, 2 SPAM, 1 SNACK ",,,ABC
19979,ABC-013372,4/11/2021,3738,75048,7665,SAI GON,SAIGON,1,6,3.5,"1 OATSMEAL, 3 VITAMINS, 2 SNACK HO, 2 SPAM, 1 SNACK ",,,ABC
19978,ABC-013371,4/11/2021,881,75042,12242,SAI GON,SAIGON,1,56,3.5,"2 APPLE WATCH SERIES 5 (GOLD#FHLCN1CWMLTJ; GRAY#FHLCJ5YLMLTK), 1 SHOES THOM, 2 SHAMPOO, 1 MILK POWDER RUA MAT, 2 TOOTHPASTE, 3 VITAMINS, 3 TRA, SHOES, CLOTHES, 2 DAY NICH, 1 PERFUME, 1 MAY RUA MAT ",,115,ABC
19977,ABC-013370,4/11/2021,5886,75048,8551,SAI GON,SAIGON,1,15,3.5,12 MILK POWDER ENSURE,114,,ABC
19976,ABC-013369,4/11/2021,3419,75078,4576,SAI GON,SAIGON,1,11.3,3.5,"4 MILK POWDER TAM, 6 TSHIRTS, 1 GIFTSET PERFUME ",,5,ABC
19975,ABC-013368,4/11/2021,1939,75235,12241,SAI GON,SAIGON,1,6.85,3.5,"1 SHOES, 1 XIT MUI, 3 MILK POWDER ENSURE",30,,ABC
19974,QUY-005450,4/11/2021,3617,20165,10554,SAI GON,SAIGON,1,44.7,4,"CLOTHES tre em, SNACK",,,QUY
19973,QUY-005449,4/11/2021,4367,21703,6017,DONG NAI,TINH,1,14.4,5,12 lon MILK POWDER Entrust,140,,QUY
19972,ABC-013367,4/10/2021,7916,75075,12240,TIEN GIANG,TINH,1,20.35,4.5,"6 MILK POWDER, 6 VITAMINS, KHAN, GIFTSET",57,,ABC
19971,ABC-013366,4/10/2021,6759,75040,12239,KIEN GIANG,TINH,1,2,4.5,4 VITAMINS,,,ABC
19970,ABC-013365,4/10/2021,778,75044,2896,KHANH HOA,TINH,1,12.6,4.5,"1 DOI SHOES, 2 TOYS, CLOTHES, 1 BICH SNACK",,,ABC
19969,ABC-013364,4/10/2021,774,75094,785,TAY NINH,TINH,1,17.45,4.5,"IPAD    , 4 MILK POWDER,  2 SNACK",,60,ABC
19968,ABC-013363,4/10/2021,4440,22152,8107,BINH DINH,TINH,1,56,4.5,SHOES TRANG TRI NHA,,,ABC
19967,ABC-013362,4/10/2021,2277,75094,3566,DA NANG,TINH,1,55,4.5,SHOES DAN TRANG TRI,,,ABC
19966,ABC-013361,4/10/2021,2110,20164,8983,SAI GON,SAIGON,1,56,3.5,SHOES DAN,,,ABC
19965,ABC-013360,4/10/2021,6289,75074,9216,LONG AN,TINH,1,55,4.5,SHOES TRANG TRI,,,ABC
19964,ABC-013359,4/10/2021,6291,75040,9218,SAI GON,SAIGON,1,55,4.5,PACK SHOES TRANG TRI,,,ABC
19963,ABC-013358,4/10/2021,2289,,2971,SAI GON,SAIGON,1,56,3.5,SHOES TRANG TRI,,,ABC
19962,ABC-013357,4/10/2021,20,75094,6859,SAI GON,SAIGON,1,10,3.5,"1 SHOES, 5 vitamins, 2 day goi, 1 MILK POWDER",,,ABC
19961,ABC-013356,4/10/2021,7831,75089,12238,BINH DUONG,TINH,1,10.55,4.5,"FOOD, MEDICATED OIL",10,,ABC
19960,ABC-013355,4/10/2021,20,75094,1978,SAI GON,SAIGON,1,336,3.5,12   ON SHOES,,,ABC
19959,ABC-013354,4/10/2021,7915,75042,12237,KHANH HOA,TINH,1,8.75,4.5,"2 HOP FOOD, 3 LON MILK POWDER, 1 DEN, 1 EYE DROPS, 1 CAM",27,5,ABC
19958,NEW-000402,4/10/2021,7914,68505,12236,VINH LONG,TINH,1,5,6,1 đôi giày. 2 hộp thuốc,,5,NEW
19957,QUY-005448,4/10/2021,1766,22044,4051,SAI GON,SAIGON,1,22.35,4,"CLOTHES, tra, FOOD CANNED, SOAP, SNACK",,,QUY
19956,ABC-013353,4/10/2021,7132,75040,12235,AN GIANG,TINH,1,3,4.5,"1 CHAI PERFUME, 2 CHAI MEDICATED OIL, 1 HOP SALONPAS",27,10,ABC
19955,ABC-013352,4/10/2021,7885,75040,12234,CALIFORNIA,DOM,1,2,3.5,1 HU MAM // 773409660726 ,,,ABC
19954,ABC-013351,4/10/2021,7913,75040,12233,SAI GON,SAIGON,1,4,3.5,"3 VITAMIN, 3 PERFUME",,25,ABC
19953,ABC-013350,4/10/2021,5513,76137,12232,HUE,TINH,1,7.8,4.5,"IPHONE 8+, MEDICATED OIL, TSHIRTS, XAC PIN",,70,ABC
19952,ABC-013349,4/10/2021,4157,75656,9996,BRVT,TINH,1,28.5,4.5,"2 LOC MILK POWDER,  1 DOI SHOES, 5 HU SNACK GUMMY, 4 VITAMINS, TUI",,,ABC
19951,ABC-013348,4/10/2021,4157,75656,9846,SAI GON,SAIGON,1,37.7,3.5,"3 TSHIRTS, 7 HU SNACK C, 6 VITAMINS, 2 LOC MILK POWDER, ",,,ABC
19950,ABC-013347,4/10/2021,4157,75656,6309,SAI GON,SAIGON,1,33.5,3.5,"4 CLOTHES, 7 HOP SNACK, 4 VITAMINS, 2 LOC MILK POWDER, HOME GOODS",,,ABC
19949,ABC-013346,4/10/2021,4157,75656,5690,SAI GON,SAIGON,1,47.4,3.5,"2 LOC MILK POWDER, 10 SNACK, 4 VITAMINS, 1 SHOES, TUI ,   ",,,ABC
19948,ABC-013345,4/10/2021,768,74728,3240,SAI GON,SAIGON,1,10.3,3.5,"1 QUAN , KHAN, 4 BICH SNACK,   ",,,ABC
19947,ABC-013344,4/10/2021,1078,75044,1098,AN GIANG,TINH,1,13,3.5,"3 HOP SNACK, 3 VITAMIN, 1 LOC MEDICATED OIL, 1 LOC ENSURE",109,,ABC
19946,ABC-013343,4/10/2021,7268,,11028,SAI GON,SAIGON,1,45.1,3.5,"SNACK, VITAMINS, 1 TUI, 6 MILK POWDER, SALONPAS, CLOTHES, ",-24,24,ABC
19945,QUY-005447,4/10/2021,4624,20877,6403,DONG THAP,TINH,1,16,5,"MILK POWDER, LOTION, non, TSHIRTS, PERFUME, vitamin, SOAP, SUNGLASSES   ",,5,QUY
19944,ABC-013342,4/10/2021,7912,75043,12231,DA NANG,TINH,1,6,4.5,"IPHONE 12 PRO MAX ( 351572594647003 ), IPHONE XS ( 353107100097076), CASE, NON,TSHIRTS",,290,ABC
19943,ABC-013341,4/10/2021,1031,75013,1049,LAM DONG,TINH,1,27,4.5,"4 loc MILK POWDER, 4 vitamins",214,,ABC
19942,ABC-013340,4/10/2021,6972,75082,10462,SAI GON,SAIGON,1,27.4,3.5,"xit chong nang, TOOTHBRUSH danh rang, vai dan, vitamins, SNACK",,9,ABC
19941,QUY-005446,4/10/2021,7734,22151,11955,DA NANG,TINH,1,53.25,5,"Vitamin, SNACK, hat de, quan, SHOES   ",,,QUY
19940,QUY-005445,4/10/2021,3899,20902,7779,KIEN GIANG,TINH,1,16.25,5,"Vitamin, hop LIPSTICK tay, LIPSTICK, ",,38,QUY
19939,QUY-005444,4/10/2021,5305,22042,12230,SAI GON,SAIGON,1,13.65,4,"CLOTHES, SNACK,  EMPTY  ENSURETLE",,,QUY
19938,ABC-013339,4/10/2021,6374,75040,9381,SAI GON,SAIGON,1,9.8,3.5,"10 DO BTSHIRTS CHAY, TOYS, 1 LOC MEDICATED OIL",50,,ABC
19937,ABC-013338,4/10/2021,98,75048,12229,DA NANG,TINH,1,4,4.5,"1 CHAI MEDICATED OIL LON, 1 CHAI MEDICATED OIL, 2 DUONG DA, 2 VITAMIN, 1 ICYHOT, 1 MEDICATED OIL    LA",15,,ABC
19936,ABC-013337,4/10/2021,98,75048,2000,SAI GON,SAIGON,1,9.8,3.5,"7 TANGOLLAGEN, 4 MEDICATED OIL    LA, 2 DUONG DA, 4 TSHIRTS LOT",,,ABC
19935,ABC-013336,4/10/2021,98,75048,12138,THANH HOA,TINH,1,6.6,4.5,"1 CHAI MEDICATED OIL, 2 CHAI MEDICATED OIL    LA, 4 QUAN, 3 TSHIRTS, 1 CHAI MAT ONG, 1 VITAMIN",9,,ABC
19934,LTM-000274,4/9/2021,7911,55104,12228,BINH DUONG,TINH,1,11,5,"1 EARPHONE, 1 ống nhìn re tien, 1 iphone 10 used,8 vitamins ",,103,LTM
19933,NEW-000401,4/9/2021,5678,68510,8797,SAI GON,SAIGON,1,9,5,"5 VITAMIN, DAY SAC DT,  DEODORANT, 2 CREAM, 2 CHOCOLATE",,,NEW
19932,NEW-000400,4/9/2021,5678,68510,8214,SAI GON,SAIGON,1,8,5,"5 VITAMIN, DAY SAC DT,  DEODORANT",,,NEW
19931,ABC-013335,4/9/2021,4157,75656,5689,CAMBODIA,CAMBODIA,2,88.8,6,"60 VITAMINS, 3 SHOES, 4 PERFUME ",-89,184,ABC
19930,ABC-013334,4/9/2021,7910,75056,12227,KIEN GIANG,TINH,1,13.9,4.5,"SAMSUNG GLAXY S10 (352331100576811), CHIPS, VITAMINS, EARBUDS, FOOD",,45,ABC
19929,ABC-013333,4/9/2021,1971,75044,6891,BINH DUONG,TINH,1,8,4.5,"1 WATCH, 2 CHAI MIST, 2 LIPSTICK, QUAN, 8 FOOD CANNED",,5,ABC
19928,ABC-013332,4/9/2021,2824,75062,12226,BRVT,TINH,1,7.1,4.5,VITAMIN,,12,ABC
19927,ABC-013331,4/9/2021,7263,75203,11021,KHANH HOA,TINH,1,12.9,4.5,"6 VITAMIN, TSHIRTS, 1 BICH SNACK, 1 PACK BOI MOI, 5 SNACK THOM MIENG",,,ABC
19926,ABC-013330,4/9/2021,4573,75048,6325,LONG AN,TINH,1,5.7,4.5,"SOAP   C, SOAP HAND SANITIZER, SHAMPOO",,,ABC
19925,ABC-013329,4/9/2021,3590,75035,12225,SAI GON,SAIGON,1,25,3.5,"1 LOC MEDICATED OIL, 4 HOP OATMEAL, 1 HOP SNACK, 2 VITAMIN, 4 HOP MILK POWDER, 2   MEDICATED OIL",50,,ABC
19924,QUY-005443,4/9/2021,2196,22032,2765,SAI GON,SAIGON,1,7.2,4,6 lon MILK POWDER ensure ,,,QUY
19923,ABC-013328,4/9/2021,7909,75044,12224,SAI GON,SAIGON,1,38,3.5,4 BINH SOAP,,,ABC
19922,ABC-013327,4/9/2021,7908,75042,12223,SAI GON,SAIGON,1,10.2,3.5,"1 DRIED FRUIT, 3 SNACK, 1 TOOTHBRUSH,  3 LOTION, CLOTHES, SHOES , 1 HOP CHEESE ",,,ABC
19921,NGO-000118,4/9/2021,5519,68116,8781,SAI GON,SAIGON,1,14,5,"4 doi SHOES, TOOTHBRUSH danh rang, dryer sheets, 2 lotion ",,15,NGO
19920,QUY-005442,4/9/2021,5618,22044,8104,SOC TRANG,TINH,1,7.2,5,6 lon MILK POWDER Ensure,65,,QUY
19919,ABC-013326,4/9/2021,3879,75226,9105,SAI GON,SAIGON,1,38.3,3.5,"6 VITAMIN , CHEESE BO   OI, 1 CHEESE, 1 DO XUC MONG , 2 HOP EYE DROPS , 4 KHAN , 1 HOP LAU KIENG , 3 CAY LIPSTICK , FOOD CANNED, 1 BACKPACK , 1 HAT CHIA, 1 HOP SNACK , DO NHA BEP , DTSHIRTS CTSHIRTS RAU ",,,ABC
19918,ABC-013325,4/9/2021,3633,75010,4900,SAI GON,SAIGON,1,36.7,3.5,"6 SNACK HO, 1 LO MEDICATED OIL , 4 TOOTHPASTE, CLOTHES, 2 PERFUME: , 4 HAND SANITIZER  ENSURE. FACE MASK, 5 VITAMIN , 8 BODY WASH , 1 MILK POWDER RUA MAT, LOTION DUONG AM ,2 KHAN SHOES UOT, XIT NACH, SHAMPOO CHI,  6 FOOD CANNED, 3  HAND SANITIZER",,10,ABC
19917,ABC-013324,4/9/2021,772,75081,12222,SAI GON,SAIGON,1,13,3.5,"1 VITAMIN, 20 HOP SNACK, 1 CHAI SOAP ",,36,ABC
19916,ABC-013323,4/9/2021,7410,75042,11289,LAM DONG,TINH,1,13.5,4.5,"2 KHAN , 1 PERFUME CHANEL 100, 1 HU SNACK , TOYS, 1 VO, 3 VITAMIN ,2   MEDICATED OIL, MEDICAL MASK 1 HOP SNACK, , 5 MEDICATED OIL ",,10,ABC
19915,ABC-013322,4/8/2021,2117,75044,2663,DAK LAK,TINH,1,21,4.5,"1 BTSHIRTS TAY, 1 CREAM, 1 PERFUME, 1 AIRPOD (SERIAL#H15DRC53LX2Y), 1 SANDALS, 2 SHOES, CLOTHES, VO, 1 BACKPACK ",,20,ABC
19914,ABC-013321,4/8/2021,654,77072,5746,SAI GON,SAIGON,1,19,3.5,"FOOD HOP, 1 VITAMIN ",,,ABC
19913,ABC-013320,4/8/2021,654,77072,8500,SAI GON,SAIGON,1,20,3.5,"SNACK CHOCOLATE,  1 LOC ENTRUST ",,,ABC
19912,ABC-013319,4/8/2021,18,75081,8966,SAI GON,SAIGON,1,17.9,3.5,6 LON MILK POWDER  ,,,ABC
19911,QUY-005441,4/8/2021,5188,20148,9286,BAC NINH,TINH,1,1.25,5,"01 Iphone 12 Pro Max (Gold, 128GB, IMEI: 356715116836571),   c sac",,230,QUY
19910,QUY-005440,4/8/2021,1766,22044,4050,SAI GON,SAIGON,1,14.75,4,"SNACK, FOOD CANNED, vitamin, CHEESE, tra, bo MEDICATED OIL phong",,,QUY
19909,ABC-013318,4/8/2021,3151,,8825,BRVT,TINH,1,10.8,4.5,"5 PACK TOOTHPASTE, 7 BIT TAM XIA RANG, 5 VITAMINS",,60,ABC
19908,QUY-005439,4/8/2021,7907,22042,12221,SAI GON,SAIGON,1,19.7,4,"PERFUME, CLOTHES, SNACK, kho bo, vitamin",,30,QUY
19907,QUY-005438,4/8/2021,5053,20901,7144,TIEN GIANG,TINH,1,15.15,5,"TSHIRTS, SNACK, vitamin, salonpas, 1 Ipad 8, 1 Ipad Air",,140,QUY
19906,QUY-005437,4/8/2021,7906,22180,12220,SAI GON,SAIGON,1,10.95,4,"CLOTHES, PERFUME, SHOES, vitamin, SNACK",,15,QUY
19905,ABC-013317,4/8/2021,20,75094,10843,SAI GON,SAIGON,1,28,3.5,4 LOC MILK POWDER,,,ABC
19904,NGO-000117,4/8/2021,6046,68046,8807,SAI GON,SAIGON,1,25.7,5,"6 VITAMIN, 1 lotion, 12 lon MILK POWDER ensure, 1 doi SHOES, CLOTHES   , 1 lo cTSHIRTS rau. ",,,NGO
19903,ABC-013316,4/8/2021,20,75094,1909,SAI GON,SAIGON,1,10.75,3.5,"1 SHOES, 2 MAT ONG, 2 VITAMINS, 1 DO  MENT, LOTION",,,ABC
19902,ABC-013315,4/8/2021,20,75094,4742,SAI GON,SAIGON,1,1,3.5,1 SHOES,,,ABC
19901,NGO-000116,4/8/2021,7288,68128,11066,SAI GON,SAIGON,1,9.8,5,"5 TANGollagen, 1 VITAMIN",,,NGO
19900,ABC-013314,4/8/2021,1938,,2414,AN GIANG,TINH,1,8.35,4.5,"1 THUNG ENTRUST, 6 THUOC EYE DROPS, VITAMIN, KIM THU DUONG ",60,,ABC
19899,ABC-013313,4/8/2021,20,75094,1978,SAI GON,SAIGON,2,59,3.5,"TOOLS, BINH XIT NUOC, VANH XE , HOME GOODS",,30,ABC
19898,QUY-005436,4/8/2021,5601,22042,8079,BRVT,TINH,1,43.35,5,"MILK POWDER, SNACK, CLOTHES, gia vi,  DEODORANT, vitamin, HAND BAG xach, bop",,20,QUY
19897,ABC-013312,4/8/2021,5503,75044,11999,BRVT,TINH,1,4.2,4.5,"TSHIRTS, 4 LIPSTICK, 2  DEODORANT, 1 LOTION",,,ABC
19896,QUY-005435,4/8/2021,1207,22044,1228,SAI GON,SAIGON,1,21.15,4,"Vitamin, TOOTHPASTE, tra, LOTION chong nang",,30,QUY
19895,QUY-005434,4/8/2021,2141,22003,2696,TIEN GIANG,TINH,1,34.4,5,"MILK POWDER, vitamin, SNACK, MEDICATED OIL",,5,QUY
19894,QUY-005433,4/8/2021,4727,22044,6588,AN GIANG,TINH,1,7.35,5,"Vitamin, TOOTHPASTE, vo, FOOD CANNED",,3.25,QUY
19893,QUY-005432,4/8/2021,1585,22044,7815,TIEN GIANG,TINH,1,9,5,"Bengay, vitamin, WATCH, MEDICATED OIL, SHOES, CLOTHES, 1 Ipad, PERFUME",,80,QUY
19892,NEW-000399,4/8/2021,7903,68516,12219,DONG NAI,TINH,1,10.5,6,"4 LON MILK POWDER, 2 VITAMIN, CHOCOLATE",,,NEW
